Age,Income,CreditScore,HouseholdSize,State,MedianHomeValue,MedianHouseholdIncome,Debt,LoanTerm,InterestRate,CreditIncidents,HomeValue,LoanAmount,ProductType
23.88578308,256727.0023,64.88127519,1.876369447,12.74422887,156646.3707,22614.8101,60675.26231,112.5117942,0.002915155,1.844006056,376509.494,240990.8479,0.801081064
