Age,Income,CreditScore,HouseholdSize,State,MedianHomeValue,MedianHouseholdIncome,Debt,LoanTerm,InterestRate,CreditIncidents,HomeValue,LoanAmount,ProductType
58.9685093,182892.6747,700.4795052,2.935407934,19.05728209,232409.0448,55794.02695,36802.26839,359.9021207,0.039987858,2.578127904,528921.7101,263407.1696,0.9344787
